"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"591.45538 Da 180.87 s",3.01,592.46265,,"C26H61N11S2",914.0,838.0,820.0,1094.0,1224.0,920.0
"575.47722 Da 181.52 s",3.03,576.48450,,"C33H61N5O3",1040.0,838.0,844.0,1142.0,932.0,878.0
"396.28435 Da 181.59 s",3.03,397.29163,,"C19H44N2O2S2",944.0,1002.0,1056.0,1050.0,904.0,866.0
"380.29024 Da 187.54 s",3.13,381.29752,,"C19H36N6O2",5626.0,3624.0,4626.0,3626.0,3674.0,1910.0
"340.29782 Da 191.87 s",3.20,341.30509,,"C21H40O3",1352.0,1044.0,1166.0,976.0,968.0,0.0
"412.25859 Da 198.11 s",3.30,413.26587,,"C22H32N6O2",14730.0,12556.0,6898.0,9542.0,6766.0,4630.0
"148.01554 Da 198.60 s",3.31,149.02281,,,3310.0,2472.0,1856.0,2318.0,2034.0,1600.0
"166.02614 Da 199.63 s",3.33,167.03341,,"C8H6O4",1694.0,1130.0,560.0,1026.0,752.0,0.0
"506.29254 Da 214.12 s",3.57,507.29981,,"C18H38N10O7",1066.0,1050.0,904.0,838.0,1010.0,992.0
"484.31168 Da 216.72 s",3.61,485.31896,,"C21H48N4O4S2",1004.0,882.0,1006.0,1086.0,958.0,928.0
"472.31065 Da 219.59 s",3.66,495.30000,,"C19H44N4O9",4446.0,4212.0,4246.0,4674.0,3620.0,3716.0
"488.30558 Da 227.74 s",3.80,489.31285,,"C17H32N18",2374.0,2336.0,2454.0,2430.0,2868.0,2306.0
"510.28738 Da 228.50 s",3.81,511.29466,,"C24H48O7P2",2508.0,2310.0,2472.0,2818.0,2532.0,2388.0
"458.29505 Da 229.54 s",3.83,481.28423,,"C28H43O3P",3022.0,2868.0,3444.0,3536.0,3382.0,2924.0
"466.23670 Da 235.79 s",3.93,467.24398,,"C18H43O9PS",1112.0,1098.0,1060.0,1182.0,1038.0,764.0
"426.24392 Da 236.03 s",3.93,427.25120,,,1962.0,1444.0,1764.0,1768.0,1534.0,1538.0
"498.32631 Da 238.64 s",3.98,521.31551,,"C31H47O3P",5986.0,6304.0,6596.0,6838.0,8576.0,6574.0
"337.33435 Da 249.09 s",4.15,338.34157,,"C22H43NO",16926.0,12434.0,19774.0,17802.0,17436.0,16380.0
"486.32679 Da 248.34 s",4.14,509.31647,,"C21H42N8O5",3430.0,3040.0,3472.0,3564.0,3496.0,3048.0
"363.24532 Da 249.50 s",4.16,364.25260,,"C11H29N11O3",1520.0,1424.0,1584.0,1620.0,1576.0,1616.0
"284.27161 Da 250.92 s",4.18,285.27877,,"C18H36O2",9104.0,7456.0,8448.0,9322.0,9650.0,8024.0
"346.24399 Da 251.20 s",4.19,329.24269,,"C17H34N2O5",5168.0,3914.0,4280.0,4614.0,5030.0,4842.0
"381.25559 Da 251.48 s",4.19,382.26287,,"C19H35N5OS",4304.0,3826.0,4110.0,4104.0,4348.0,4124.0
"399.22867 Da 250.16 s",4.17,400.23594,,"C19H34N3O4P",2160.0,2412.0,2394.0,2300.0,2478.0,2066.0
"340.22916 Da 251.56 s",4.19,341.23643,,"C17H40S3",1084.0,1084.0,1232.0,1138.0,1258.0,1222.0
"381.21757 Da 250.26 s",4.17,382.22484,,"C21H27N5O2",5484.0,5464.0,6170.0,5302.0,5098.0,4922.0
"440.25569 Da 251.86 s",4.20,441.26296,,"C19H40N2O7S",1550.0,1310.0,1416.0,1274.0,1264.0,1334.0
"322.21809 Da 251.56 s",4.19,323.22536,,"C16H34O4S",10660.0,10402.0,12176.0,11608.0,11728.0,10914.0
"422.24490 Da 251.21 s",4.19,423.25218,,"C21H35N4O3P",2932.0,2780.0,2914.0,2954.0,2548.0,2394.0
"512.34205 Da 253.57 s",4.23,535.33133,,"C32H49O3P",12028.0,11202.0,13106.0,12254.0,12860.0,12498.0
"500.34163 Da 277.74 s",4.63,501.34891,,"C31H49O3P",1246.0,800.0,868.0,992.0,1038.0,902.0
"522.32622 Da 278.96 s",4.65,523.33350,,"C33H47O3P",800.0,678.0,1016.0,1022.0,844.0,760.0
"518.25385 Da 302.98 s",5.05,519.26112,,"C14H30N16O6",2042.0,2084.0,2396.0,1940.0,1902.0,2190.0
"474.28957 Da 303.59 s",5.06,475.29684,,"C28H43O4P",8722.0,8740.0,8852.0,9022.0,8344.0,8000.0
"496.27191 Da 304.22 s",5.07,497.27918,,"C23H46O7P2",5262.0,4990.0,5110.0,5100.0,4844.0,5118.0
"652.43498 Da 312.25 s",5.20,653.44226,,"C30H69O10PS",1078.0,910.0,1016.0,998.0,1206.0,1032.0
"674.41600 Da 313.15 s",5.22,675.42327,,"C23H50N18O6",3128.0,3354.0,3448.0,3300.0,3522.0,3312.0
"536.34052 Da 313.34 s",5.22,537.34779,,"C21H48N10O2S2",1058.0,998.0,1190.0,1152.0,1334.0,1118.0
"514.35766 Da 313.58 s",5.23,515.36494,,"C32H51O3P",1046.0,1294.0,1178.0,1092.0,1250.0,1104.0
"690.38950 Da 313.90 s",5.23,691.39678,,"C27H42N22O",1394.0,1334.0,1790.0,1464.0,1568.0,1300.0
"367.38151 Da 383.00 s",6.38,368.38879,,"C24H49NO",2578.0,2300.0,2272.0,2632.0,2394.0,1894.0
"389.36392 Da 384.25 s",6.40,390.37119,,,1090.0,1058.0,1068.0,982.0,950.0,1086.0
"767.55504 Da 415.70 s",6.93,768.56231,,"C38H74N9O5P",1630.0,1162.0,1072.0,1120.0,736.0,0.0
"772.51078 Da 416.17 s",6.94,773.51806,,"C23H56N28O3",3472.0,2194.0,3284.0,2350.0,1540.0,1080.0
"718.42155 Da 419.20 s",6.99,719.42883,,"C31H74O9S4",930.0,1046.0,1216.0,1080.0,1136.0,1000.0
"702.44669 Da 419.48 s",6.99,703.45397,,,2050.0,2070.0,2394.0,2394.0,2554.0,2146.0
"572.48073 Da 437.43 s",7.29,573.48801,,"C30H72N2OS3",1520.0,1024.0,1382.0,1164.0,976.0,0.0
"590.49130 Da 438.58 s",7.31,591.49857,,"C30H66N6O3S",9322.0,6948.0,7510.0,6712.0,0.0,2020.0
"312.26628 Da 439.80 s",7.33,313.27356,,"C19H36O3",12826.0,8510.0,9716.0,10048.0,7374.0,3138.0
"334.25088 Da 439.23 s",7.32,335.25816,,"C21H34O3",1516.0,1220.0,1244.0,1574.0,894.0,0.0
"772.50990 Da 441.30 s",7.35,773.51717,,"C39H73N4O9P",6676.0,5238.0,5568.0,6278.0,4296.0,3148.0
"767.55446 Da 442.14 s",7.37,768.56174,,"C26H61N27O",3000.0,2016.0,2136.0,2494.0,1684.0,1146.0
"606.38525 Da 454.57 s",7.58,607.39253,,"C29H50N8O6",1094.0,898.0,1032.0,1296.0,1000.0,914.0
"628.36753 Da 454.96 s",7.58,629.37480,,"C32H57N2O6PS",1002.0,924.0,1262.0,1166.0,1118.0,1142.0
"148.01547 Da 461.91 s",7.70,149.02274,,,920.0,584.0,706.0,882.0,1040.0,1182.0
"148.01576 Da 475.88 s",7.93,149.02304,,"C8H4O3",928.0,906.0,1096.0,1146.0,982.0,876.0
"628.36743 Da 484.70 s",8.08,629.37470,,"C28H40N18",1502.0,1384.0,1726.0,1450.0,1382.0,1496.0
"585.43114 Da 486.58 s",8.11,586.43904,,"C26H59N5O9",2276.0,2198.0,2268.0,2382.0,2446.0,2320.0
"606.38470 Da 485.72 s",8.10,607.39198,,"C21H54N10O8S",1234.0,1252.0,1602.0,1540.0,1404.0,1568.0
"752.54289 Da 532.23 s",8.87,775.53109,,"C39H72N6O8",107002.0,72636.0,87544.0,79110.0,59264.0,36660.0
"312.26749 Da 531.55 s",8.86,313.27344,,"C19H36O3",37514.0,26268.0,27840.0,24888.0,20306.0,11082.0
"590.49069 Da 531.96 s",8.87,591.49755,,"C31H67N4O4P",30388.0,21622.0,23458.0,22068.0,17044.0,9282.0
"548.48081 Da 585.97 s",9.77,549.48808,,"C28H72N2OS3",1376.0,992.0,1114.0,842.0,512.0,0.0
"566.49226 Da 586.05 s",9.77,567.49954,,"C36H62N4O",1656.0,1074.0,1312.0,1088.0,712.0,0.0
"592.50716 Da 619.52 s",10.33,575.50392,,"C22H64N12O6",3446.0,2438.0,2574.0,2862.0,1976.0,1214.0
"771.58570 Da 619.52 s",10.33,772.59298,,"C43H81NO10",10056.0,5938.0,6942.0,6840.0,6002.0,3030.0
"776.54043 Da 620.19 s",10.34,777.54771,,"C40H76N2O12",27614.0,17784.0,19822.0,19540.0,15610.0,7214.0
"312.26639 Da 619.51 s",10.33,313.27367,,"C19H36O3",8406.0,5436.0,5992.0,5644.0,4376.0,2484.0
"668.43472 Da 628.88 s",10.48,669.44200,,"C31H52N14O3",1464.0,1350.0,1498.0,1566.0,1534.0,1204.0
"646.45317 Da 629.31 s",10.49,647.46044,,,1446.0,1326.0,1540.0,1716.0,1378.0,1440.0
"771.59053 Da 647.08 s",10.78,772.59781,,,1398.0,786.0,1000.0,0.0,530.0,0.0
"312.26652 Da 648.44 s",10.81,313.27379,,"C19H36O3",1650.0,1056.0,1240.0,1204.0,1106.0,0.0
"776.54228 Da 649.40 s",10.82,777.54955,,"C28H60N26O",3272.0,2146.0,2428.0,2352.0,1960.0,962.0
"834.52277 Da 669.72 s",11.16,835.53005,,"C25H67N22O8P",1616.0,1258.0,1396.0,1384.0,1420.0,1416.0
"662.44533 Da 676.33 s",11.27,663.45248,,"C37H58N8OS",583434.0,546686.0,608832.0,617344.0,601414.0,597724.0
"662.40548 Da 676.29 s",11.27,663.41323,,"C36H59N2O7P",7370.0,7166.0,7694.0,7732.0,7518.0,7594.0
"606.38397 Da 677.08 s",11.28,607.39124,,"C38H55O4P",6056.0,6074.0,6820.0,6700.0,5576.0,6360.0
"550.41682 Da 675.04 s",11.25,551.42409,,"C24H54N8O6",1900.0,1034.0,766.0,0.0,0.0,0.0
"782.44750 Da 676.44 s",11.27,392.23103,,,1324.0,1390.0,1606.0,1672.0,1488.0,1578.0
"820.40541 Da 678.39 s",11.31,821.41269,,,1052.0,1154.0,1186.0,1358.0,1454.0,1224.0
"834.51954 Da 681.43 s",11.36,835.52682,,,1628.0,1600.0,0.0,1404.0,1270.0,1676.0
"937.52596 Da 710.46 s",11.84,938.53324,,,1520.0,1394.0,2950.0,3012.0,2454.0,1226.0
"959.51028 Da 711.11 s",11.85,960.51755,,,0.0,790.0,1428.0,1568.0,1366.0,824.0
"568.50671 Da 738.01 s",12.30,569.51399,"DG_16:0_16:0_0:0_","C35H68O5",1200.0,1126.0,958.0,0.0,0.0,0.0
"312.26640 Da 739.51 s",12.33,313.27368,,"C19H36O3",2532.0,2040.0,2086.0,1122.0,1260.0,658.0
"550.49684 Da 739.81 s",12.33,551.50412,,"C28H66N6O2S",1436.0,1186.0,1338.0,0.0,762.0,0.0
"662.44562 Da 742.70 s",12.38,663.45288,,"C37H58N8OS",19886.0,18570.0,20206.0,21064.0,21056.0,18820.0
"594.52315 Da 755.58 s",12.59,595.53050,,,2082.0,1468.0,1510.0,1506.0,1266.0,642.0
"312.26671 Da 755.14 s",12.59,313.27399,,"C19H36O3",2520.0,1840.0,2052.0,1856.0,1570.0,822.0
"937.52507 Da 802.70 s",13.38,938.53262,,"C48H83N5O5S4",3798.0,3306.0,8550.0,7552.0,6586.0,3848.0
"572.48092 Da 813.84 s",13.56,573.48820,,"C22H60N12O5",6782.0,6208.0,5818.0,5424.0,3408.0,1856.0
"766.47753 Da 815.70 s",13.60,767.48417,,"C36H72N4O9P2",9246.0,9912.0,9930.0,8474.0,6094.0,2948.0
"744.49521 Da 814.13 s",13.57,745.50249,,"C26H65N16O7P",2962.0,2834.0,3002.0,2744.0,1758.0,1126.0
"664.57751 Da 819.43 s",13.66,665.58479,,"C26H68N18O2",1766.0,1700.0,1802.0,1910.0,2074.0,2046.0
"814.49126 Da 827.60 s",13.79,815.49811,,"C27H59N24O4P",1838.0,2640.0,2426.0,2976.0,2248.0,1114.0
"586.54292 Da 825.91 s",13.77,587.55020,,,2474.0,2572.0,2422.0,2106.0,2264.0,1928.0
"564.56041 Da 826.57 s",13.78,565.56769,,,1798.0,1648.0,1850.0,1520.0,1548.0,1438.0
"666.51709 Da 830.73 s",13.85,667.52437,,"C35H62N12O",1120.0,1072.0,1060.0,1290.0,1238.0,1252.0
"688.49867 Da 831.27 s",13.85,689.50595,,"C35H68N4O9",750.0,910.0,908.0,926.0,1008.0,1092.0
"988.84560 Da 833.08 s",13.88,495.43008,,,982.0,974.0,1062.0,1158.0,624.0,0.0
"664.57858 Da 833.81 s",13.90,665.58585,,"C24H73N16O3P",1886.0,2070.0,1832.0,1750.0,1682.0,1676.0
"868.55572 Da 840.47 s",14.01,869.56300,,,3400.0,2612.0,2304.0,1996.0,1120.0,630.0
"662.44848 Da 840.82 s",14.01,663.45575,,"C33H58N8O6",8782.0,9340.0,9150.0,9738.0,8856.0,8646.0
"840.50767 Da 842.27 s",14.04,841.51513,,"C32H64N20O5S",3276.0,0.0,4694.0,6378.0,4366.0,2246.0
"568.50802 Da 843.70 s",14.06,591.49762,,"C21H60N16O2",5240.0,4176.0,4300.0,3844.0,4444.0,2330.0
"612.45589 Da 846.50 s",14.11,613.46256,,"C35H60N6OS",8230.0,6852.0,8078.0,7384.0,7792.0,7572.0
"666.51661 Da 847.20 s",14.12,667.52389,,,2610.0,2580.0,2510.0,2350.0,2504.0,2266.0
"654.51557 Da 848.00 s",14.13,655.52285,,"C33H66N8O5",1220.0,1154.0,1268.0,1272.0,1208.0,1114.0
"676.49743 Da 848.82 s",14.15,677.50470,,"C39H64N8S",982.0,1032.0,1140.0,932.0,978.0,906.0
"683.19639 Da 850.41 s",14.17,684.20367,,,1828.0,1728.0,1790.0,1954.0,1860.0,1624.0
"988.84251 Da 850.43 s",14.17,495.42853,,,1328.0,1208.0,1036.0,1048.0,534.0,0.0
"886.56398 Da 850.98 s",14.18,887.57125,,"C34H66N26OS",6012.0,7182.0,0.0,898.0,670.0,0.0
"690.51356 Da 855.62 s",14.26,691.52083,,"C25H62N20OS",1594.0,1174.0,1540.0,1512.0,1590.0,1344.0
"668.53201 Da 858.94 s",14.32,669.53929,,,2650.0,1910.0,2144.0,2176.0,1976.0,1786.0
"536.52877 Da 860.11 s",14.34,537.53605,,"C27H68N8S",1336.0,1180.0,1036.0,1054.0,944.0,992.0
"746.51183 Da 862.14 s",14.37,769.50014,,"C29H58N22O2",20828.0,20174.0,19670.0,15640.0,11208.0,5324.0
"790.47626 Da 862.68 s",14.38,791.48354,,"C37H76O13P2",7332.0,6052.0,7556.0,6410.0,5280.0,2682.0
"574.49689 Da 862.32 s",14.37,575.50416,,"C37H66O4",12142.0,11752.0,10376.0,8272.0,0.0,2480.0
"690.51202 Da 862.71 s",14.38,691.51930,,"C28H58N20O",1192.0,1130.0,1416.0,1620.0,1536.0,1502.0
"558.51053 Da 864.00 s",14.40,559.51781,,"C32H62N8",1298.0,1462.0,1134.0,1160.0,1160.0,1184.0
"870.57037 Da 866.77 s",14.45,871.57719,,"C45H70N14O4",545240.0,356632.0,302862.0,252730.0,159538.0,97874.0
"614.57477 Da 867.37 s",14.46,615.58204,,"C40H74N2O2",1138.0,990.0,1178.0,1176.0,1188.0,1170.0
"592.59225 Da 868.15 s",14.47,593.59952,,"C31H76N8S",1142.0,1046.0,1240.0,976.0,1054.0,1014.0
"683.19903 Da 868.32 s",14.47,684.20630,,"C42H37NO2S3",1630.0,1844.0,1914.0,1576.0,1804.0,1584.0
"870.57065 Da 876.03 s",14.60,871.57793,,"C58H79O4P",37474.0,26014.0,28072.0,16914.0,15068.0,10464.0
"816.50704 Da 887.80 s",14.80,817.51379,,"C35H82N2O12P2S",4888.0,7358.0,6216.0,5416.0,5084.0,1976.0
"708.56362 Da 886.82 s",14.78,709.57064,,,1436.0,1326.0,1464.0,1290.0,1222.0,1140.0
"842.52405 Da 893.61 s",14.89,843.53133,,,1282.0,2132.0,1616.0,2532.0,1696.0,892.0
"864.50707 Da 893.69 s",14.89,865.51435,,,744.0,1424.0,1366.0,1874.0,1512.0,718.0
"770.51014 Da 906.10 s",15.10,771.51741,,"C24H63N22O5P",4230.0,3996.0,3526.0,3784.0,2584.0,1152.0
"792.49225 Da 906.25 s",15.10,793.49953,,"C28H56N24O4",1946.0,1960.0,2068.0,2078.0,1498.0,676.0
"260.12382 Da 913.57 s",15.23,261.13110,,"C16H20OS",896.0,1188.0,1072.0,802.0,1074.0,0.0
"698.59012 Da 918.62 s",15.31,721.57925,,"C43H78N4OS",42116.0,42982.0,41856.0,44864.0,46554.0,47818.0
"260.12349 Da 934.46 s",15.57,261.13076,,"C16H20OS",942.0,986.0,1098.0,934.0,1154.0,954.0
"260.12414 Da 964.92 s",16.08,261.13142,,"C9H12N10",1102.0,1208.0,1092.0,1260.0,1054.0,1094.0
"682.59721 Da 974.17 s",16.24,705.58570,,"C31H82N6O7S",24614.0,27426.0,27090.0,29426.0,28660.0,30214.0
"260.12407 Da 987.50 s",16.46,261.13134,,"C9H12N10",1092.0,1178.0,1220.0,1238.0,1278.0,1046.0
"308.19729 Da 1013.90 s",16.90,309.20457,,"C12H29N4O3P",0.0,1230.0,922.0,986.0,960.0,1006.0
"271.09345 Da 1014.06 s",16.90,272.10073,,"C7H18N3O6P",1340.0,2158.0,1746.0,1762.0,976.0,1452.0
"296.23315 Da 1026.57 s",17.11,297.24043,,"C14H28N6O",1688.0,1562.0,1672.0,1832.0,1938.0,1934.0
"424.28093 Da 1031.25 s",17.19,425.28821,,"C21H32N10",2916.0,3202.0,3296.0,2954.0,3214.0,2952.0
"271.09402 Da 1032.68 s",17.21,272.10130,,"C7H18N3O6P",1484.0,1612.0,1528.0,1966.0,1072.0,1734.0
"300.13334 Da 1034.16 s",17.24,301.14062,,"C14H16N6O2",0.0,18156.0,17986.0,0.0,18732.0,18762.0
"308.19737 Da 1036.62 s",17.28,309.20465,,"C12H29N4O3P",1366.0,0.0,1004.0,1064.0,1096.0,1066.0
"183.97877 Da 1038.08 s",17.30,184.98604,,"C4HN4O3P",2084.0,1934.0,2056.0,2146.0,1850.0,1914.0
"268.20179 Da 1041.41 s",17.36,269.20907,,"C12H24N6O",1856.0,1556.0,1772.0,2090.0,1764.0,1910.0
"336.22786 Da 1041.49 s",17.36,337.23514,,"C16H28N6O2",1174.0,1138.0,1188.0,1452.0,1476.0,1312.0
"266.15004 Da 1042.51 s",17.38,267.15731,,"C9H23N4O3P",1822.0,1656.0,1634.0,1592.0,1586.0,1462.0
"298.17613 Da 1043.87 s",17.40,299.18341,,"C20H26S",0.0,1538.0,1338.0,1748.0,0.0,1516.0
"364.09829 Da 1050.32 s",17.51,365.10557,,"C11H28N2O3S4",1216.0,1248.0,1174.0,1478.0,1266.0,1492.0
"296.23311 Da 1050.77 s",17.51,297.24039,,"C14H28N6O",1866.0,1644.0,1892.0,1872.0,1726.0,1854.0
"214.11818 Da 1051.42 s",17.52,215.12545,,"C7H14N6O2",4940.0,4880.0,5040.0,0.0,5128.0,4864.0
"424.28068 Da 1052.36 s",17.54,425.28796,,"C13H36N12O2S",2842.0,2932.0,2964.0,3074.0,3270.0,3058.0
"184.10764 Da 1052.04 s",17.53,185.11491,,"C6H12N6O",1354.0,1616.0,1624.0,1624.0,1338.0,1452.0
"336.22761 Da 1053.41 s",17.56,337.23489,,"C16H28N6O2",1278.0,1316.0,1550.0,1276.0,1218.0,1468.0
"289.26209 Da 1054.51 s",17.58,290.26937,,"C16H35NO3",5638.0,5678.0,5412.0,5580.0,5664.0,5512.0
"273.26662 Da 1056.19 s",17.60,274.27390,,"C16H35NO2",8914.0,9104.0,8984.0,8860.0,0.0,0.0
"298.17569 Da 1054.55 s",17.58,299.18297,,"C20H26S",1376.0,1594.0,1462.0,1604.0,1676.0,1438.0
"300.13392 Da 1056.36 s",17.61,301.14119,,"C11H25O7P",16156.0,0.0,0.0,18290.0,0.0,18124.0
"183.97822 Da 1055.40 s",17.59,184.98550,,"C4HN4O3P",2200.0,2422.0,2030.0,1952.0,2110.0,2092.0
"244.09260 Da 1055.64 s",17.59,245.09988,,"C15H16OS",1482.0,988.0,1200.0,0.0,1102.0,1232.0
"266.15017 Da 1057.28 s",17.62,267.15745,,"C9H23N4O3P",1380.0,1432.0,1692.0,1604.0,1674.0,1592.0
"274.13995 Da 1069.95 s",17.83,275.14723,,,904.0,896.0,1248.0,966.0,1402.0,1002.0
"216.09712 Da 1071.32 s",17.86,217.10440,,"C6H12N6O3",9340.0,9688.0,9624.0,9572.0,9828.0,0.0
"214.11808 Da 1071.84 s",17.86,215.12536,,"C7H14N6O2",4816.0,5488.0,4990.0,5772.0,5476.0,5146.0
"317.29308 Da 1072.46 s",17.87,318.30036,,"C18H39NO3",1880.0,2114.0,2150.0,2080.0,1774.0,1974.0
"242.11323 Da 1071.86 s",17.86,243.12050,,"C16H18S",1788.0,1698.0,1760.0,1564.0,1606.0,1542.0
"184.10790 Da 1072.88 s",17.88,185.11518,,,1580.0,1406.0,1694.0,1380.0,1520.0,1540.0
"273.26724 Da 1073.34 s",17.89,274.27452,,"C16H35NO2",8510.0,0.0,8666.0,8974.0,8990.0,9188.0
"260.14045 Da 1073.52 s",17.89,261.14772,,"C8H24N2O5S",1118.0,1354.0,1408.0,902.0,1184.0,1152.0
"308.19716 Da 1074.56 s",17.91,309.20444,,"C12H29N4O3P",912.0,1096.0,1264.0,1156.0,1180.0,1066.0
"256.12887 Da 1075.70 s",17.93,257.13614,,"C17H20S",2094.0,2836.0,2242.0,2466.0,2808.0,2534.0
"346.08757 Da 1076.89 s",17.95,347.09484,,"C18H18O5S",856.0,1148.0,1092.0,1000.0,922.0,1110.0
"289.26158 Da 1078.69 s",17.98,290.26886,,"C16H35NO3",5306.0,5494.0,5616.0,5528.0,6052.0,5938.0
"244.09249 Da 1080.38 s",18.01,245.09977,,"C15H16OS",1036.0,1266.0,1212.0,1030.0,1070.0,0.0
"260.14107 Da 1088.43 s",18.14,261.14834,,"C16H20O3",1268.0,1238.0,1182.0,1276.0,1246.0,1002.0
"274.15975 Da 1088.87 s",18.15,275.16702,,"C14H26O3S",862.0,1032.0,1058.0,0.0,1038.0,780.0
"242.11359 Da 1091.51 s",18.19,243.12086,,"C16H18S",1674.0,1690.0,1512.0,1806.0,1756.0,1402.0
"352.14974 Da 1092.69 s",18.21,353.15702,,"C14H20N6O5",0.0,3762.0,4254.0,3864.0,2950.0,3742.0
"308.19719 Da 1093.19 s",18.22,309.20446,,"C12H29N4O3P",920.0,964.0,978.0,1066.0,1274.0,1182.0
"216.09750 Da 1094.74 s",18.25,217.10477,,"C6H12N6O3",9440.0,0.0,9850.0,0.0,0.0,9706.0
"317.29309 Da 1095.70 s",18.26,318.30036,,"C18H39NO3",1984.0,1876.0,1886.0,1874.0,1748.0,2128.0
"298.10378 Da 1095.42 s",18.26,299.11105,,"C11H10N10O",982.0,1086.0,956.0,952.0,1266.0,1384.0
"258.10818 Da 1097.08 s",18.28,259.11546,,,1142.0,1140.0,1196.0,1078.0,1020.0,1128.0
"260.12358 Da 1097.29 s",18.29,261.13086,,"C16H20OS",1666.0,1716.0,1670.0,1544.0,1516.0,1530.0
"256.12896 Da 1099.42 s",18.32,257.13624,,"C17H20S",1936.0,2384.0,2500.0,2800.0,2272.0,2382.0
"274.14047 Da 1107.68 s",18.46,275.14775,,,1076.0,1176.0,976.0,1304.0,1036.0,1060.0
"662.45078 Da 1108.43 s",18.47,663.45806,,"C30H70N4O5S3",948.0,1072.0,966.0,1060.0,0.0,886.0
"274.16031 Da 1110.47 s",18.51,275.16759,,"C14H26O3S",818.0,934.0,1086.0,814.0,1104.0,1082.0
"260.14041 Da 1111.48 s",18.52,261.14769,,"C8H24N2O5S",1168.0,0.0,1414.0,1256.0,1216.0,1230.0
"260.12408 Da 1112.36 s",18.54,261.13136,,"C9H12N10",1502.0,1528.0,1564.0,1886.0,1812.0,1472.0
"270.14435 Da 1114.14 s",18.57,271.15162,,"C18H22S",2722.0,2608.0,3220.0,3198.0,2740.0,3002.0
"284.12382 Da 1114.45 s",18.57,285.13110,,"C18H20OS",1388.0,1106.0,1306.0,1226.0,1330.0,1428.0
"326.00113 Da 1118.38 s",18.64,327.00841,,,1792.0,1786.0,1840.0,2010.0,1600.0,2260.0
"162.06790 Da 1118.87 s",18.65,163.07517,,"C10H10O2",976.0,1084.0,958.0,0.0,902.0,1030.0
"352.14969 Da 1121.38 s",18.69,353.15696,,"C14H20N6O5",3672.0,3532.0,3310.0,3710.0,3496.0,3608.0
"390.27708 Da 1121.88 s",18.70,391.28436,"Dioctyl phthalate","C24H38O4",0.0,4758.0,4342.0,4502.0,4688.0,4462.0
"227.18864 Da 1125.00 s",18.75,228.19592,,"C13H25NO2",1622.0,1742.0,1528.0,1484.0,1402.0,1568.0
"238.14201 Da 1126.43 s",18.77,239.14929,,"C10H22O6",1156.0,986.0,1066.0,1106.0,962.0,1030.0
"204.07891 Da 1126.44 s",18.77,205.08619,,"C12H12O3",1740.0,1664.0,1994.0,1800.0,2074.0,1724.0
"249.99302 Da 1127.44 s",18.79,251.00030,,,2466.0,2684.0,2290.0,3122.0,2880.0,2574.0
"278.15167 Da 1127.57 s",18.79,279.15895,"Dibutyl phthalate","C16H22O4",4816.0,4764.0,4898.0,5126.0,4850.0,4586.0
"166.02642 Da 1131.93 s",18.87,167.03370,,"C8H6O4",3564.0,3820.0,3232.0,3494.0,3388.0,3262.0
"390.27735 Da 1133.08 s",18.88,391.28463,"Dioctyl phthalate","C24H38O4",4380.0,4428.0,4594.0,0.0,4760.0,4762.0
"270.14427 Da 1133.51 s",18.89,271.15155,,"C18H22S",2780.0,3150.0,2744.0,2764.0,2910.0,3076.0
"326.00069 Da 1133.74 s",18.90,327.00797,,,1772.0,1994.0,2194.0,1924.0,2044.0,2086.0
"238.14190 Da 1135.16 s",18.92,239.14918,,"C10H22O6",1106.0,1146.0,1264.0,0.0,952.0,1076.0
"254.15091 Da 1135.35 s",18.92,255.15818,,"C8H23N4O3P",1032.0,952.0,1120.0,1150.0,1194.0,1166.0
"662.45346 Da 1135.83 s",18.93,663.46074,,"C26H70N4O10S2",1042.0,888.0,1108.0,0.0,958.0,1046.0
"250.17789 Da 1136.15 s",18.94,251.18517,,"C12H26O5",2392.0,2070.0,2190.0,2238.0,2210.0,2318.0
"260.14054 Da 1136.53 s",18.94,261.14782,,"C8H24N2O5S",1270.0,1332.0,1374.0,1202.0,1278.0,1288.0
"308.22023 Da 1137.18 s",18.95,309.22750,,"C15H32O6",2156.0,2272.0,2408.0,2338.0,2342.0,2262.0
"330.20156 Da 1136.66 s",18.94,331.20884,,"C13H26N6O4",11796.0,0.0,11384.0,11846.0,11838.0,0.0
"278.15176 Da 1137.14 s",18.95,279.15904,"Dibutyl phthalate","C16H22O4",4588.0,4974.0,4732.0,4632.0,4618.0,4722.0
"204.07864 Da 1138.22 s",18.97,205.08592,,"C12H12O3",1862.0,1730.0,1812.0,1958.0,1860.0,1770.0
"148.01564 Da 1138.02 s",18.97,149.02292,,"C8H4O3",12346.0,12544.0,12384.0,11908.0,11784.0,12052.0
"244.12878 Da 1137.54 s",18.96,245.13606,,"C16H20S",2098.0,2248.0,1890.0,2072.0,2338.0,2298.0
"249.99293 Da 1139.28 s",18.99,251.00020,,,2852.0,3158.0,2900.0,2942.0,2758.0,2820.0
"272.15956 Da 1137.45 s",18.96,273.16684,,"C10H20N6O3",0.0,0.0,30548.0,0.0,30532.0,30448.0
